wdcd,longitude,latitude
E05009828,-2.06427,52.397942
E05009829,-2.05803,52.330399
E05009830,-2.05371,52.367481
E05009831,-2.05754,52.36084
E05009832,-2.06673,52.323391
E05009833,-2.00301,52.378361
E05009834,-1.87618,52.388309
E05009835,-2.10493,52.43161
E05009836,-2.1502,52.418449
E05009837,-2.07604,52.32917
E05009838,-1.88316,52.394192
E05009839,-2.01178,52.359779
E05009840,-2.05481,52.341221
E05009841,-2.03049,52.368671
E05009842,-2.04347,52.349419
E05009843,-2.09966,52.336521
E05009844,-2.07725,52.320862
E05009845,-2.02988,52.396938
E05009846,-2.02912,52.38826
E05009847,-2.06907,52.335468
E05009848,-2.06515,52.342739
E05009849,-2.04245,52.33548
E05009850,-1.99834,52.321251
E05009851,-1.8642,52.389889
E05009852,-1.90069,52.381481
E05009853,-1.24776,54.544529
E05009854,-1.26859,54.554008
E05009855,-1.20342,54.560322
E05009856,-1.1876,54.564308
E05009857,-1.23138,54.57777
E05009858,-1.21768,54.521351
E05009859,-1.23926,54.52422
E05009860,-1.23914,54.537209
E05009861,-1.22249,54.539989
E05009862,-1.25354,54.558041
E05009863,-1.22284,54.555569
E05009864,-1.19885,54.537312
E05009865,-1.18991,54.519611
E05009866,-1.25133,54.568939
E05009867,-1.2092,54.570469
E05009868,-1.16632,54.514969
E05009869,-1.24101,54.558922
E05009870,-1.18891,54.551949
E05009871,-1.26696,54.519779
E05009872,-1.26957,54.538139
E05009873,0.261635,53.272099
E05009874,-0.11468,53.36821
E05009875,0.260047,53.158588
E05009876,0.303408,53.218559
E05009877,-0.11896,53.097118
E05009878,0.222663,53.135349
E05009879,0.066218,53.08152
E05009880,-0.01429,53.417831
E05009881,0.09317,53.382992
E05009882,0.013123,53.19894
E05009883,0.052803,53.143532
E05009884,-0.06172,53.48513
E05009885,-0.10801,53.191891
E05009886,0.313218,53.18935
E05009887,0.029605,53.302502
E05009888,0.24394,53.336269
E05009889,0.124789,53.449661
E05009890,-0.01275,53.377102
E05009891,0.000245,53.367901
E05009892,-0.20302,53.226101
E05009893,0.319555,53.15976
E05009894,0.008212,53.3759
E05009895,-0.00807,53.356392
E05009896,0.016385,53.35923
E05009897,0.324921,53.13726
E05009898,-0.04689,53.058498
E05009899,0.096075,53.171749
E05009900,0.269057,53.3032
E05009901,-0.10321,53.270649
E05009902,0.017002,53.499859
E05009903,0.014592,53.36964
E05009904,0.253096,53.090649
E05009905,0.201053,53.210339
E05009906,0.333122,53.172421
E05009907,0.138203,53.3367
E05009908,-0.20659,53.146358
E05009909,-0.2618,53.290089
E05009910,0.301555,52.049759
E05009911,0.244194,51.841419
E05009912,0.14541,51.98312
E05009913,0.286158,51.982422
E05009914,0.245109,51.917271
E05009915,0.451387,51.86245
E05009916,0.404837,51.87064
E05009917,0.364711,51.890831
E05009918,0.37131,51.854118
E05009919,0.238951,51.806568
E05009920,0.33696,51.804691
E05009921,0.158293,52.042351
E05009922,0.221111,51.977581
E05009923,0.23506,52.011169
E05009924,0.249382,52.034931
E05009925,0.255793,52.011391
E05009926,0.196202,51.90976
E05009927,0.210057,51.887531
E05009928,0.169365,51.924309
E05009929,0.277787,51.907242
E05009930,0.354186,51.9319
E05009931,0.372061,52.000462
E05009932,-2.99979,53.883301
E05009933,-2.98134,53.850971
E05009934,-2.75889,53.867001
E05009935,-2.73802,53.905491
E05009936,-3.00719,53.85701
E05009937,-3.03158,53.887951
E05009938,-2.78376,53.912151
E05009939,-2.86336,53.872139
E05009940,-2.94817,53.882999
E05009941,-2.98936,53.835999
E05009942,-3.04218,53.883652
E05009943,-3.01092,53.869579
E05009944,-3.01935,53.90871
E05009945,-3.03188,53.904968
E05009946,-3.01333,53.924141
E05009947,-3.02075,53.89003
E05009948,-2.86891,53.91555
E05009949,-2.96205,53.92329
E05009950,-3.04232,53.904289
E05009951,-2.98489,53.868801
E05009952,-3.00482,53.844818
E05009953,-3.02415,53.87294
E05009954,-3.04297,53.920101
E05009955,-2.6669,53.936089
E05009956,0.297239,51.363331
E05009958,0.199202,51.355728
E05009959,0.319723,51.363918
E05009960,0.185893,51.41106
E05009961,0.180792,51.20295
E05009962,0.198153,51.324219
E05009963,0.166076,51.161758
E05009964,0.192718,51.397419
E05009965,0.069495,51.256062
E05009966,-2.54369,52.722431
E05009967,-2.51003,52.717201
E05009968,-2.49961,52.692451
E05009969,-2.44252,52.650452
E05009970,-2.39025,52.746071
E05009971,-2.5086,52.701778
E05009972,-2.46395,52.653301
E05009973,-2.4416,52.719528
E05009974,-2.52377,52.71122
E05009975,-2.50658,52.773201
E05009976,-2.52109,52.69437
E05009977,-2.4794,52.71278
E05009978,-2.52427,52.699879
E05009979,-2.4841,52.660198
E05009980,-2.48578,52.63324
E05009981,-2.46532,52.684319
E05009982,-2.44137,52.636108
E05009983,-2.45631,52.668621
E05009984,-2.41908,52.713959
E05009985,-2.38069,52.775928
E05009986,-2.36995,52.76815
E05009987,-2.45642,52.695171
E05009988,-2.527,52.706501
E05009989,-2.41709,52.693668
E05009990,-2.43915,52.696239
E05009991,-2.53093,52.718861
E05009992,-2.43015,52.66478
E05009993,-2.4694,52.639229
E05009994,-2.57183,52.709751
E05009995,-2.45756,52.712219
E05010015,1.165481,51.090111
E05010016,1.138993,51.091061
E05010017,1.174157,51.096668
E05010018,1.170581,51.07864
E05010019,1.199389,51.090321
E05010020,1.08086,51.08395
E05010021,1.006823,51.071072
E05010022,0.949958,50.987061
E05010023,1.133012,51.140121
E05010024,1.053718,51.146469
E05010025,0.950695,51.029671
E05010026,1.144393,51.078232
E05010027,0.881686,50.980431
E05010028,-0.67754,52.21558
E05010029,-0.71332,52.299438
E05010030,-0.70709,52.29076
E05010031,-0.75069,52.261761
E05010032,-0.65488,52.329391
E05010033,-0.7115,52.279381
E05010034,-0.74849,52.33057
E05010035,-0.69635,52.308632
E05010036,-0.64991,52.2868
E05010037,-0.66322,52.30151
E05010038,-0.72991,52.301781
E05010039,-0.7252,52.313499
E05010040,-0.68858,52.318668
E05010041,-0.69984,52.297562
E05010042,-0.67957,52.307079
E05010043,-0.68939,52.249161
E05010044,-1.22059,53.864712
E05010045,-1.04113,53.805309
E05010046,-1.04349,53.758228
E05010047,-1.26759,53.7271
E05010048,-1.03935,53.729549
E05010049,-1.11678,53.817001
E05010050,-0.98092,53.803612
E05010051,-1.15018,53.707088
E05010052,-1.03018,53.856049
E05010053,-1.15086,53.759781
E05010054,-1.22264,53.741161
E05010055,-1.0503,53.831669
E05010056,-1.04667,53.77541
E05010057,-1.10393,53.789711
E05010058,-1.23956,53.7962
E05010059,-1.25665,53.77507
E05010060,-1.28964,53.876381
E05010061,-1.12527,53.773129
E05010062,-1.16144,53.660549
E05010064,-0.78931,53.05088
E05010066,-1.03309,53.13509
E05010067,-0.97683,53.218369
E05010068,-0.79235,53.087059
E05010070,-0.73872,53.134708
E05010071,-0.8149,53.065689
E05010072,-1.00684,53.038219
E05010073,-1.08839,53.18409
E05010075,-1.05211,53.100712
E05010076,-1.02145,53.007801
E05010077,-0.86247,53.127979
E05010078,-1.05045,53.22242
E05010079,-1.0212,53.157742
E05010080,-1.13052,53.103699
E05010081,-0.97851,53.092548
E05010082,-0.88339,53.175228
E05010083,-0.89092,53.08176
E05010090,-1.54803,52.68816
E05010091,-1.45778,52.74118
E05010092,-1.4829,52.756531
E05010093,-1.49389,52.750599
E05010094,-1.45638,52.762291
E05010095,-1.49458,52.733299
E05010096,-1.53891,52.745419
E05010097,-1.31915,52.71209
E05010098,-1.5232,52.752331
E05010099,-1.3485,52.728222
E05010100,-1.34713,52.828918
E05010101,-1.34207,52.85397
E05010102,-1.36746,52.837841
E05010103,-1.2918,52.733421
E05010104,-1.35336,52.7216
E05010105,-1.36723,52.72411
E05010106,-1.3011,52.849628
E05010107,-1.35339,52.70084
E05010108,-1.33599,52.72002
E05010109,-1.36183,52.73613
E05010110,-1.34117,52.741032
E05010111,-1.3639,52.70937
E05010112,-1.38908,52.711269
E05010113,-1.37389,52.685902
E05010114,-1.40966,52.68301
E05010115,-1.29409,52.831478
E05010116,-1.3178,52.794411
E05010117,-1.49567,52.706772
E05010118,-1.51311,52.701241
E05010119,-1.53227,52.71619
E05010120,-1.43699,52.720119
E05010121,-1.42062,52.693901
E05010122,-1.3853,52.726379
E05010123,-1.38249,52.71986
E05010124,-1.36307,52.747181
E05010125,-1.36685,52.75444
E05010126,-1.39448,52.745152
E05010127,-1.39462,52.791611
E05010128,-3.69493,50.302818
E05010129,-4.00855,50.445599
E05010130,-3.69629,50.355621
E05010131,-3.88386,50.324291
E05010132,-3.72169,50.46608
E05010133,-3.57264,50.380852
E05010134,-3.89056,50.402939
E05010135,-3.90888,50.389931
E05010136,-3.93196,50.39143
E05010137,-3.77054,50.287781
E05010138,-3.80432,50.326111
E05010139,-3.63635,50.448002
E05010140,-4.00194,50.369968
E05010141,-3.81998,50.25182
E05010142,-3.81539,50.45311
E05010143,-3.70733,50.239109
E05010144,-3.69329,50.424622
E05010145,-4.06626,50.3339
E05010146,-3.69495,50.39809
E05010147,-4.10219,50.432541
E05010148,-0.35732,52.845428
E05010149,-0.59875,52.913551
E05010150,-0.71233,52.90736
E05010151,-0.35116,52.75732
E05010152,-0.31879,52.775848
E05010153,-0.39235,52.780048
E05010154,-0.35992,52.695999
E05010155,-0.49908,52.79874
E05010156,-0.26906,52.67355
E05010157,-0.36798,52.73658
E05010158,-0.48375,52.745781
E05010159,-0.65904,52.923599
E05010160,-0.66001,52.913792
E05010161,-0.66431,52.903549
E05010162,-0.62413,52.919899
E05010163,-0.62872,52.90873
E05010164,-0.63912,52.920441
E05010165,-0.64837,52.895432
E05010166,-0.6337,52.823078
E05010167,-0.50891,52.892639
E05010168,-0.62161,53.02491
E05010169,-0.32782,52.685268
E05010170,-0.34121,52.80125
E05010171,-0.59639,52.969978
E05010172,-0.49423,52.659359
E05010173,-0.47429,52.661049
E05010174,-0.50129,52.651031
E05010175,-0.46975,52.653271
E05010176,-0.33527,52.89151
E05010177,-0.73269,53.005409
E05010178,-1.86937,52.220211
E05010179,-1.88694,52.20203
E05010180,-1.72364,52.213009
E05010181,-1.84309,52.16692
E05010182,-1.89986,52.16164
E05010183,-1.4406,52.180889
E05010184,-1.74745,52.203892
E05010185,-1.57338,52.021549
E05010186,-1.69451,52.177078
E05010187,-1.71066,52.200069
E05010188,-1.62399,52.14196
E05010189,-1.71044,52.18861
E05010190,-1.47341,52.2258
E05010191,-1.74813,52.19503
E05010192,-1.79888,52.302319
E05010193,-1.52191,52.170681
E05010194,-1.81514,52.23431
E05010195,-1.38629,52.272869
E05010196,-1.33338,52.210999
E05010197,-1.71073,52.098389
E05010198,-1.49475,52.114521
E05010199,-1.64817,52.092258
E05010200,-1.6531,52.04908
E05010201,-1.72636,52.184238
E05010202,-1.67325,52.24057
E05010203,-1.38785,52.260681
E05010204,-1.37996,52.24218
E05010205,-1.87091,52.280289
E05010206,-1.90602,52.2589
E05010207,-1.82393,52.340012
E05010208,-1.66918,52.192612
E05010209,-1.69946,52.20182
E05010210,-1.75868,52.15424
E05010211,-1.56083,52.200241
E05010212,-1.6112,52.1894
E05010213,-1.74995,52.254002
E05010214,-2.647,53.725479
E05010215,-2.66847,53.727348
E05010216,-2.72957,53.740318
E05010217,-2.70644,53.695862
E05010218,-2.68219,53.686371
E05010219,-2.70751,53.731239
E05010220,-2.62631,53.73135
E05010221,-2.72306,53.685581
E05010222,-2.68073,53.70993
E05010223,-2.71115,53.713402
E05010224,-2.78913,53.702911
E05010225,-2.75149,53.747871
E05010226,-2.69308,53.693001
E05010227,-2.80386,53.730991
E05010228,-2.68451,53.72707
E05010229,-2.71026,53.739689
E05010230,-2.73731,53.699558
E05010231,-2.74021,53.726231
E05010232,-2.68659,53.69759
E05010233,-2.61143,53.757038
E05010234,-2.71618,53.681252
E05010235,-2.66126,53.738682
E05010236,-2.68483,53.741451
E05010237,0.879619,52.502789
E05010238,0.738255,52.581718
E05010239,0.62352,52.555489
E05010240,1.022467,52.505001
E05010241,1.061528,52.517811
E05010242,0.966399,52.679939
E05010243,0.939566,52.664421
E05010244,0.928568,52.688389
E05010245,0.680452,52.467789
E05010246,0.992946,52.406651
E05010247,0.889056,52.43475
E05010248,0.79458,52.764912
E05010249,0.777271,52.710491
E05010250,0.9664,52.705711
E05010251,1.019148,52.631039
E05010252,0.659101,52.68779
E05010253,0.790713,52.644531
E05010254,0.858388,52.592972
E05010255,0.913914,52.635052
E05010256,0.677017,52.647041
E05010257,1.043931,52.468399
E05010258,0.760005,52.424431
E05010259,0.736725,52.403622
E05010260,0.758367,52.415642
E05010261,0.714167,52.422729
E05010262,1.026255,52.738178
E05010263,0.827611,52.569061
E05010264,-0.72455,52.486408
E05010265,-0.70055,52.488079
E05010266,-0.73242,52.468231
E05010267,-0.71551,52.479939
E05010268,-0.69793,52.497391
E05010269,-0.71656,52.504761
E05010270,-0.707,52.47501
E05010271,-0.71423,52.465969
E05010272,-0.69372,52.50391
E05010273,-0.74985,52.49213
E05010274,-0.65541,52.475849
E05010275,-0.68973,52.51709
E05010276,-2.73133,51.413719
E05010277,-2.86078,51.329941
E05010278,-2.79357,51.33905
E05010279,-2.8366,51.437092
E05010280,-2.84831,51.429409
E05010281,-2.85097,51.446468
E05010282,-2.86325,51.43457
E05010283,-2.87174,51.421028
E05010284,-2.82476,51.362228
E05010285,-2.73232,51.466721
E05010286,-2.92569,51.321491
E05010287,-2.68878,51.437649
E05010288,-2.7491,51.430119
E05010289,-2.7892,51.421459
E05010290,-2.76529,51.435612
E05010291,-2.76208,51.42384
E05010292,-2.66269,51.46629
E05010293,-2.75676,51.485619
E05010294,-2.76928,51.488171
E05010295,-2.77102,51.472931
E05010296,-2.79276,51.47929
E05010297,-2.96176,51.33326
E05010298,-2.97546,51.34267
E05010299,-2.98036,51.3564
E05010300,-2.94931,51.376148
E05010301,-2.91941,51.363178
E05010302,-2.94706,51.351429
E05010303,-2.91649,51.367432
E05010304,-2.91607,51.353729
E05010305,-2.97242,51.325741
E05010306,-2.94283,51.338581
E05010307,-2.90402,51.376339
E05010308,-2.65423,51.375809
E05010309,-2.74242,51.371601
E05010310,-2.84119,51.402611
E05010311,-1.13043,53.963951
E05010312,-1.10626,53.901661
E05010313,-1.09282,53.969082
E05010314,-1.14157,53.90675
E05010315,-1.12389,53.937908
E05010316,-1.07078,53.946949
E05010317,-1.03317,53.92841
E05010318,-1.07542,53.963139
E05010319,-1.08727,54.022469
E05010320,-1.06032,53.964649
E05010321,-1.03852,53.979198
E05010322,-1.10895,53.959332
E05010323,-1.03838,53.950001
E05010324,-1.05576,53.991989
E05010325,-1.09245,53.944962
E05010326,-0.98412,53.9613
E05010327,-1.10027,53.981319
E05010328,-1.1601,53.955921
E05010329,-1.01772,54.017502
E05010330,-1.13133,53.94796
E05010331,-1.01546,53.90411
E05010332,-0.71237,51.796692
E05010333,-0.78329,51.806721
E05010334,-0.98864,52.004501
E05010335,-0.97332,51.992191
E05010336,-0.8004,51.811169
E05010337,-0.83723,51.813148
E05010338,-0.60335,51.852322
E05010339,-0.80709,51.823952
E05010340,-0.82722,51.826839
E05010341,-0.7518,51.94994
E05010342,-0.87321,51.99588
E05010343,-1.02017,51.856571
E05010344,-0.88985,51.781361
E05010345,-0.9991,51.785141
E05010346,-0.96118,52.041328
E05010347,-0.80127,51.802639
E05010348,-1.0332,51.93364
E05010349,-0.77304,51.83279
E05010350,-1.075,51.79467
E05010351,-0.63208,51.83812
E05010352,-0.89829,51.895679
E05010353,-0.85399,51.836609
E05010354,-0.81945,51.809078
E05010355,-0.96444,51.934792
E05010356,-0.80462,51.909828
E05010357,-1.0497,51.998871
E05010358,-0.92667,51.829029
E05010359,-0.81871,51.797829
E05010360,-0.82569,51.856041
E05010361,-0.73243,51.755001
E05010362,-0.74354,51.897709
E05010363,-0.67749,51.871529
E05010364,-0.9365,51.958149
E05010365,0.571869,51.883801
E05010366,0.562758,51.905251
E05010367,0.543916,51.884941
E05010368,0.574822,51.873661
E05010369,0.560237,51.86935
E05010370,0.546677,51.871311
E05010371,0.448481,52.04509
E05010372,0.650141,51.887772
E05010374,0.544479,51.851681
E05010378,0.569417,51.984638
E05010379,0.697454,51.845661
E05010380,0.483295,51.892971
E05010382,0.618224,52.05051
E05010383,0.686315,52.001652
E05010384,0.704476,51.94038
E05010385,0.484532,51.957241
E05010388,0.635989,51.78698
E05010389,0.615825,51.801891
E05010390,0.532422,52.00037
E05010391,1.101269,51.273689
E05010392,1.149057,51.36742
E05010393,1.051369,51.3083
E05010394,1.036562,51.220951
E05010395,1.06403,51.343861
E05010396,1.030599,51.343491
E05010397,1.099099,51.347038
E05010398,1.134062,51.346272
E05010399,1.121478,51.366081
E05010402,1.10138,51.289162
E05010404,0.998357,51.3349
E05010405,1.082299,51.290611
E05010407,1.068141,51.363708
E05010408,1.043031,51.361832
E05010409,1.095624,51.36729
E05010410,1.07241,51.280231
E05010411,1.060484,51.263062
E05010412,-1.53759,54.518341
E05010413,-1.61051,54.55521
E05010414,-1.59003,54.537479
E05010415,-1.57078,54.526581
E05010416,-1.52658,54.513748
E05010417,-1.55131,54.553661
E05010418,-1.5292,54.542599
E05010419,-1.6626,54.56665
E05010420,-1.59158,54.5196
E05010421,-1.52254,54.49749
E05010422,-1.58759,54.530701
E05010423,-1.55137,54.54084
E05010424,-1.55338,54.532009
E05010425,-1.55372,54.513489
E05010426,-1.56846,54.514771
E05010427,-1.56949,54.53252
E05010428,-1.51722,54.528488
E05010429,-1.47437,54.55521
E05010430,-1.53413,54.53064
E05010431,-1.52341,54.547371
E05010458,-1.14234,52.660439
E05010459,-1.15313,52.604
E05010460,-1.16106,52.668121
E05010461,-1.1179,52.646229
E05010462,-1.16518,52.620209
E05010463,-1.12575,52.624779
E05010464,-1.07316,52.62595
E05010465,-1.14994,52.5891
E05010466,-1.15105,52.64106
E05010467,-1.06752,52.653709
E05010468,-1.11307,52.606789
E05010469,-1.10322,52.639809
E05010470,-1.11162,52.661381
E05010471,-1.13768,52.618568
E05010472,-1.09717,52.62875
E05010473,-1.10761,52.623451
E05010474,-1.06305,52.638149
E05010475,-1.08501,52.657318
E05010476,-1.15166,52.628208
E05010477,-1.18581,52.639599
E05010478,-1.11873,52.636631
E05010479,-2.14186,52.953159
E05010480,-2.08386,52.796162
E05010481,-2.11911,52.823318
E05010482,-2.1088,52.815632
E05010483,-2.14227,52.812389
E05010484,-2.27297,52.87225
E05010485,-2.10369,52.802422
E05010486,-2.0803,52.947979
E05010487,-2.3061,52.790058
E05010488,-1.98832,52.798248
E05010489,-2.13736,52.79216
E05010490,-2.13661,52.822262
E05010491,-2.0946,52.809261
E05010492,-2.11932,52.785339
E05010493,-2.04881,52.767151
E05010494,-2.05576,52.857079
E05010495,-2.10682,52.783199
E05010496,-2.14155,52.79855
E05010497,-2.13351,52.901272
E05010498,-2.19637,52.785931
E05010499,-2.12925,52.933319
E05010500,-2.14668,52.890652
E05010501,-2.08331,52.786369
E05010502,-2.23511,52.373562
E05010503,-2.29089,52.335609
E05010504,-2.36695,52.353039
E05010505,-2.26183,52.384861
E05010506,-2.23726,52.39661
E05010507,-2.26143,52.369999
E05010508,-2.26629,52.39608
E05010509,-2.29311,52.35429
E05010510,-2.2711,52.34697
E05010511,-2.22893,52.388821
E05010512,-2.31745,52.407848
E05010513,-2.20843,52.391418
E05010514,-1.22896,52.90897
E05010515,-1.27125,52.961559
E05010516,-1.20589,52.927269
E05010517,-1.21954,52.935539
E05010518,-1.19995,52.91869
E05010519,-1.22189,52.927021
E05010520,-1.24179,52.937592
E05010521,-1.31809,53.04179
E05010522,-1.24796,52.916931
E05010523,-1.30733,53.024521
E05010524,-1.29753,53.014309
E05010525,-1.3103,53.01091
E05010526,-1.27404,53.025879
E05010527,-1.26113,52.99527
E05010528,-1.2291,52.987148
E05010529,-1.26864,52.94154
E05010530,-1.26585,52.92931
E05010531,-1.27545,52.926289
E05010532,-1.27079,52.915218
E05010533,-1.25309,53.012451
E05010550,-4.1905,50.466679
E05010551,-4.13364,50.69162
E05010552,-4.11554,50.488781
E05010553,-4.04119,50.506611
E05010554,-3.85118,50.655842
E05010555,-4.02021,50.60738
E05010556,-3.8403,50.7383
E05010557,-3.94263,50.80431
E05010558,-4.10056,50.795059
E05010559,-4.09422,50.597301
E05010560,-4.20395,50.5825
E05010561,-4.03383,50.762531
E05010562,-4.01397,50.705181
E05010563,-3.92079,50.73592
E05010564,-4.26904,50.632011
E05010565,-4.14004,50.563519
E05010566,-4.13328,50.54335
E05010567,-4.1528,50.538689
E05010568,-0.63485,51.622952
E05010569,-0.62495,51.595001
E05010570,-0.6599,51.596569
E05010571,-0.64944,51.555531
E05010572,-0.66851,51.50919
E05010573,-0.50595,51.575821
E05010574,-0.60304,51.576641
E05010575,-0.56235,51.584999
E05010576,-0.5143,51.539848
E05010577,-0.52161,51.511951
E05010578,-0.58652,51.543362
E05010579,-0.55764,51.539028
E05010604,-1.30542,52.983631
E05010605,-1.31851,52.892841
E05010606,-1.31093,52.994129
E05010607,-1.27963,52.904121
E05010608,-1.28827,52.902039
E05010609,-1.33306,52.920879
E05010610,-1.29761,52.955059
E05010611,-1.31028,52.941769
E05010612,-1.29836,52.97065
E05010613,-1.4176,52.957439
E05010614,-1.31955,52.970779
E05010615,-1.27179,52.890469
E05010616,-1.25508,52.890228
E05010617,-1.36822,52.92123
E05010618,-1.28924,52.924759
E05010619,-1.29063,52.880409
E05010620,-1.32234,52.983879
E05010621,-1.35186,52.954159
E05010622,-1.29127,52.89056
E05010623,-1.89374,53.268768
E05010624,-1.92777,53.343418
E05010625,-1.97048,53.256859
E05010626,-1.91035,53.256062
E05010627,-1.88127,53.33194
E05010628,-1.91857,53.315441
