wdcd,longitude,latitude
E05008827,-0.83074,52.262829
E05008828,-0.89383,52.23872
E05008829,-0.89839,52.223431
E05008830,-0.9085,52.204899
E05008831,-0.8566,52.263432
E05008832,-0.86066,52.255508
E05008833,-0.92831,52.2612
E05008834,-0.8801,52.260269
E05008835,-0.91268,52.266521
E05008836,-0.87296,52.207821
E05008837,-0.95246,52.254349
E05008838,-0.89023,52.275249
E05008839,-0.93704,52.245491
E05008840,-0.85228,52.24733
E05008841,-0.86785,52.27071
E05008842,-0.87187,52.253731
E05008843,-0.8109,52.26841
E05008844,-0.80681,52.246498
E05008845,-0.84411,52.225788
E05008846,-0.89086,52.261681
E05008847,-0.92198,52.2341
E05008848,-0.90369,52.249931
E05008849,-0.91785,52.249062
E05008850,-0.91126,52.273418
E05008851,-0.89669,52.268841
E05008852,-0.83088,52.27309
E05008853,-0.88992,52.251179
E05008854,-0.95348,52.229591
E05008855,-0.92548,52.214409
E05008856,-0.84479,52.260471
E05008857,-1.21898,53.154652
E05008858,-1.17861,53.122879
E05008859,-1.23168,53.142578
E05008860,-1.21054,53.150242
E05008861,-1.23699,53.166069
E05008862,-1.18259,53.150139
E05008863,-1.17154,53.13541
E05008864,-1.22315,53.136799
E05008865,-1.15709,53.161091
E05008866,-1.17111,53.17408
E05008867,-1.18148,53.135471
E05008868,-1.16084,53.151379
E05008869,-1.21017,53.14415
E05008870,-1.16131,53.132702
E05008871,-1.15539,53.145691
E05008872,-1.18623,53.172859
E05008873,-1.16613,53.189491
E05008874,-1.17525,53.15712
E05008875,-1.12441,53.206211
E05008876,-1.13294,53.223461
E05008877,-1.1823,53.14336
E05008878,-1.13648,53.1576
E05008879,-1.14385,53.142658
E05008880,-1.20234,53.128021
E05008881,-1.19558,53.177601
E05008882,-1.16491,53.168228
E05008883,-1.23021,53.148121
E05008884,-1.19869,53.141609
E05008885,-1.17183,53.141991
E05008886,-1.14447,53.12949
E05008887,-1.18967,53.135029
E05008888,-1.21223,53.16061
E05008889,-1.17992,53.212952
E05008890,-1.21352,53.17207
E05008891,-1.20014,53.149818
E05008892,-1.18888,53.157509
E05008893,-2.85092,51.269989
E05008894,-3.00493,51.291721
E05008895,-2.98303,51.12561
E05008896,-2.99433,51.129269
E05008897,-2.98172,51.1339
E05008898,-3.00903,51.118641
E05008899,-3.00813,51.13657
E05008900,-3.00665,51.127979
E05008901,-3.02574,51.124989
E05008902,-2.99143,51.2369
E05008903,-2.99653,51.24818
E05008904,-3.04305,51.141972
E05008905,-2.77474,51.285709
E05008906,-2.83977,51.137741
E05008907,-2.97533,51.222569
E05008908,-3.01379,51.191002
E05008909,-2.92391,51.106972
E05008910,-2.94015,51.24453
E05008911,-3.04053,51.078548
E05008912,-2.94389,51.168549
E05008913,-3.11694,51.134838
E05008914,-2.83965,51.21936
E05008915,-2.88833,51.16214
E05008932,-1.814,50.963261
E05008933,-1.7991,50.930141
E05008934,-1.76257,50.901508
E05008935,-1.19967,53.350151
E05008936,-1.18642,53.3867
E05008940,0.169543,51.774929
E05008941,0.230438,51.741348
E05008942,-1.22287,54.680149
E05008943,-1.22759,54.710361
E05008944,-1.23453,54.652592
E05008945,-1.22272,54.670891
E05008946,-1.27055,54.708721
E05008947,-1.20437,54.688839
E05008948,-1.22931,54.696289
E05008949,-1.24427,54.6661
E05008950,-1.29661,54.662991
E05008951,-1.19584,54.650848
E05008952,-1.22324,54.688221
E05008954,-1.78926,51.560398
E05008955,-1.74506,51.515759
E05008956,-1.73389,51.567501
E05008957,-1.78362,51.556419
E05008958,-1.7751,51.57822
E05008960,-1.74573,51.551048
E05008961,-1.84479,51.552509
E05008962,-1.80974,51.562962
E05008963,-1.78177,51.544109
E05008965,-1.82231,51.591438
E05008966,-1.66733,51.538769
E05008967,-1.80275,51.57568
E05008968,-1.82024,51.612259
E05008969,-1.72478,51.584949
E05008970,-1.83322,51.56979
E05008971,-1.75565,51.55962
E05008972,-1.80557,51.51992
E05008974,-1.25807,52.376652
E05008975,-1.28375,52.357121
E05008976,-1.22618,52.39941
E05008977,-1.24899,52.396969
E05008979,-1.19901,52.36322
E05008980,-1.30203,52.290878
E05008981,-1.28354,52.377319
E05008982,-1.26592,52.395901
E05008983,-1.23476,52.35788
E05008984,-1.33971,52.439362
E05008985,-1.27224,52.358669
E05008986,-1.24756,52.362701
E05008988,-1.36033,52.4884
E05008989,-0.74715,51.237061
E05008990,-0.75736,51.310329
E05008991,-0.78275,51.289188
E05008992,-0.75526,51.294338
E05008993,-0.7792,51.311199
E05008994,-0.74458,51.289421
E05008995,-0.75866,51.240479
E05008996,-0.74093,51.248291
E05008997,-0.77509,51.243351
E05008998,-0.78748,51.298931
E05008999,-0.76762,51.273159
E05009000,-0.77305,51.255329
E05009001,-0.77148,51.300739
E05009002,-0.02413,51.74844
E05009003,-0.0282,51.711071
E05009004,-0.03133,51.699139
E05009005,-0.05613,51.722191
E05009006,-0.07961,51.705769
E05009007,-0.02844,51.770828
E05009008,0.000168,51.766918
E05009009,-0.05275,51.703171
E05009010,-0.02708,51.68988
E05009011,-0.02319,51.728481
E05009012,-1.17847,52.2757
E05009013,-1.16167,52.262569
E05009014,-1.18703,52.333759
E05009015,-1.17495,52.290852
E05009016,-0.9123,52.35313
E05009017,-1.17738,52.255718
E05009018,-1.15223,52.26627
E05009019,-1.06939,52.318619
E05009020,-0.84387,52.297298
E05009021,-1.00999,52.310089
E05009022,-0.94275,52.301399
E05009023,-0.8247,52.340519
E05009024,-1.09292,52.23093
E05009025,-0.96249,52.4245
E05009026,-1.2026,52.212799
E05009027,-1.10471,52.386532
E05009028,-0.27243,51.747898
E05009030,-1.74526,54.860451
E05009031,-1.55647,54.617748
E05009032,-1.58825,54.631409
E05009033,-1.58839,54.615791
E05009034,-1.86219,54.550869
E05009035,-2.08925,54.59129
E05009036,-1.53692,54.784458
E05009037,-1.8546,54.86842
E05009038,-1.67629,54.662312
E05009039,-1.49584,54.686878
E05009040,-1.31623,54.724041
E05009041,-1.6276,54.750919
E05009042,-1.74206,54.90308
E05009043,-1.56884,54.85413
E05009044,-1.58427,54.864929
E05009045,-1.60167,54.842079
E05009046,-1.60307,54.856522
E05009047,-1.56618,54.658699
E05009048,-1.83437,54.858059
E05009049,-1.85846,54.846142
E05009050,-1.66125,54.67926
E05009051,-1.51374,54.727131
E05009052,-1.69397,54.858231
E05009053,-1.75023,54.707512
E05009054,-1.33708,54.829979
E05009055,-1.68566,54.771641
E05009056,-1.81894,54.846249
E05009057,-1.36202,54.835251
E05009058,-1.54329,54.75465
E05009059,-1.35271,54.795311
E05009060,-1.57032,54.780392
E05009061,-1.72064,54.789211
E05009062,-1.85571,54.653511
E05009063,-1.56569,54.682659
E05009064,-1.56023,54.80806
E05009065,-1.31603,54.771751
E05009066,-1.84229,54.81382
E05009067,-1.81271,54.880531
E05009068,-1.53805,54.845558
E05009069,-1.38747,54.816299
E05009070,-1.58938,54.771591
E05009071,-1.56049,54.871681
E05009072,-1.34473,54.749271
E05009073,-1.62665,54.878319
E05009074,-1.33195,54.762589
E05009075,-1.34949,54.76247
E05009076,-1.63583,54.834911
E05009077,-1.3788,54.841888
E05009078,-1.45327,54.6492
E05009079,-1.48887,54.777779
E05009080,-1.64479,54.640072
E05009081,-1.41378,54.790749
E05009082,-1.63581,54.696899
E05009083,-1.67941,54.868301
E05009084,-1.70362,54.886978
E05009085,-1.7905,54.739819
E05009086,-1.42599,54.732189
E05009087,-1.59409,54.70945
E05009088,-2.08649,54.770321
E05009089,-1.71295,54.649021
E05009090,-1.67292,54.730461
E05009091,-1.3795,54.698299
E05009092,-1.68702,54.646599
E05009093,-1.68214,55.403858
E05009094,-1.58425,55.308392
E05009095,-1.6534,55.325218
E05009096,-1.56895,55.182259
E05009097,-1.76211,55.581711
E05009098,-1.60196,55.117569
E05009099,-1.58399,55.138641
E05009100,-1.62478,55.131241
E05009101,-2.38575,55.224628
E05009102,-1.99988,55.759041
E05009103,-2.04332,55.784641
E05009104,-2.04266,55.740101
E05009105,-1.60672,55.183651
E05009106,-1.88384,54.980808
E05009107,-1.60949,55.158501
E05009108,-1.55313,55.171211
E05009109,-2.02508,54.978111
E05009110,-1.5269,55.125771
E05009111,-1.56466,55.079681
E05009112,-1.57508,55.093121
E05009113,-1.58093,55.099659
E05009114,-1.5818,55.070641
E05009115,-1.5881,55.082359
E05009116,-1.60879,55.089722
E05009117,-1.5158,55.128151
E05009118,-1.60581,55.25687
E05009119,-2.45489,54.911491
E05009120,-1.5038,55.084099
E05009121,-1.57163,55.17078
E05009122,-2.41903,55.00655
E05009123,-2.09472,54.991051
E05009124,-2.0839,54.960251
E05009125,-2.14013,54.967621
E05009126,-1.55843,55.190498
E05009127,-1.51342,55.066059
E05009128,-2.23667,55.0751
E05009129,-1.52364,55.118118
E05009130,-1.56262,55.122269
E05009131,-1.83261,55.205132
E05009132,-1.83561,55.457069
E05009133,-1.57678,55.222469
E05009134,-1.69569,55.158081
E05009135,-1.6916,55.17321
E05009136,-1.67755,55.15889
E05009137,-1.53197,55.196449
E05009138,-1.55256,55.109169
E05009139,-2.0419,55.663681
E05009140,-1.67402,55.219101
E05009141,-1.51629,55.116589
E05009142,-1.72655,55.084099
E05009143,-1.90204,55.091099
E05009144,-1.80546,55.011002
E05009145,-1.91989,55.046452
E05009146,-1.86216,54.963501
E05009147,-1.8426,54.952881
E05009148,-2.08464,55.309292
E05009149,-1.53585,55.17675
E05009150,-1.54226,55.079861
E05009151,-1.7785,55.32626
E05009152,-1.53083,55.150471
E05009153,-1.51142,55.105721
E05009154,-2.17436,54.86842
E05009155,-1.58064,55.1563
E05009156,-1.93984,54.936321
E05009157,-1.50232,55.120548
E05009158,-2.02889,55.53043
E05009159,-4.5061,50.598591
E05009160,-4.73001,50.474861
E05009161,-4.74061,50.466801
E05009162,-4.70346,50.466991
E05009163,-5.33629,50.118629
E05009164,-4.53337,50.84359
E05009165,-4.77032,50.38966
E05009166,-4.31832,50.499432
E05009167,-5.30782,50.203541
E05009168,-5.29058,50.223911
E05009169,-5.28512,50.217159
E05009170,-5.28216,50.197262
E05009171,-5.32996,50.225029
E05009172,-4.58475,50.645
E05009173,-5.16379,50.226952
E05009174,-5.14731,50.264091
E05009175,-5.15401,50.126919
E05009176,-5.23305,50.149521
E05009177,-5.06359,50.14814
E05009178,-5.08545,50.14056
E05009179,-5.07912,50.1591
E05009180,-5.0748,50.150829
E05009181,-5.08986,50.157028
E05009182,-5.06169,50.223728
E05009183,-5.25263,50.212959
E05009184,-4.67192,50.348728
E05009185,-4.49444,50.867321
E05009186,-5.5593,50.124828
E05009187,-4.21834,50.51511
E05009188,-5.34936,50.191448
E05009189,-5.41391,50.19791
E05009190,-5.40397,50.18441
E05009191,-5.27511,50.108662
E05009192,-5.26268,50.09494
E05009193,-5.27538,50.244492
E05009194,-5.00273,50.322311
E05009195,-4.67625,50.494141
E05009196,-5.17931,50.190609
E05009197,-4.35978,50.637749
E05009198,-4.41996,50.67968
E05009199,-4.35504,50.625061
E05009200,-5.45977,50.18684
E05009201,-4.45353,50.454361
E05009202,-4.46892,50.465881
E05009203,-4.49212,50.458988
E05009204,-4.43141,50.368919
E05009205,-4.54177,50.343441
E05009206,-4.65265,50.415569
E05009207,-5.59785,50.166538
E05009208,-4.40205,50.51091
E05009209,-5.12955,50.18845
E05009210,-5.43676,50.12516
E05009211,-4.40066,50.441261
E05009212,-4.81284,50.248371
E05009213,-4.78219,50.336899
E05009214,-5.23333,50.274841
E05009215,-5.21139,49.997959
E05009216,-5.04766,50.362438
E05009217,-5.553,50.094181
E05009218,-5.0891,50.417
E05009219,-5.09256,50.409069
E05009220,-5.06818,50.40559
E05009221,-5.06501,50.413101
E05009222,-5.04905,50.421059
E05009223,-4.97836,50.535721
E05009224,-4.69742,50.352009
E05009225,-5.08465,50.186871
E05009226,-5.11411,50.169552
E05009227,-4.76912,50.367611
E05009228,-5.53798,50.116821
E05009229,-5.53856,50.1241
E05009230,-5.54743,50.11668
E05009231,-5.13751,50.339199
E05009232,-5.29836,50.23201
E05009233,-5.29807,50.088749
E05009234,-4.50293,50.755329
E05009235,-4.91494,50.282318
E05009236,-4.2349,50.351711
E05009237,-5.2128,50.241261
E05009238,-5.22871,50.249859
E05009239,-5.22597,50.22121
E05009240,-4.83519,50.396099
E05009241,-4.95826,50.21336
E05009242,-5.19904,50.300419
E05009243,-4.75053,50.352139
E05009244,-4.7646,50.345791
E05009245,-4.80121,50.337231
E05009246,-4.78234,50.34737
E05009247,-4.71681,50.357891
E05009248,-5.63057,50.097698
E05009249,-4.52683,50.50869
E05009250,-4.91059,50.439678
E05009251,-4.8867,50.37841
E05009252,-4.27832,50.49107
E05009253,-4.95771,50.372662
E05009254,-4.33408,50.423969
E05009255,-4.74297,50.523312
E05009256,-5.48258,50.206032
E05009257,-5.51904,50.194061
E05009258,-5.67163,50.124489
E05009259,-5.17408,50.061371
E05009260,-5.01011,50.434731
E05009261,-4.84318,50.29612
E05009262,-4.86278,50.565498
E05009263,-4.86963,50.33979
E05009264,-4.67268,50.585129
E05009265,-4.21637,50.415981
E05009266,-4.24332,50.42065
E05009267,-4.21986,50.403751
E05009268,-4.25447,50.404629
E05009269,-4.34107,50.57634
E05009270,-5.1052,50.261269
E05009271,-4.65088,50.673649
E05009272,-4.20127,50.37524
E05009273,-4.22154,50.374298
E05009274,-4.52762,50.389111
E05009275,-5.04684,50.268909
E05009276,-5.0628,50.257111
E05009277,-5.03543,50.261028
E05009278,-5.06595,50.26823
E05009279,-4.79809,50.53405
E05009280,-4.84444,50.515179
E05009281,-3.08046,52.891289
E05009282,-3.03955,52.857712
E05009283,-3.06448,52.85487
E05009284,-3.06342,52.862701
E05009285,-2.88933,52.820671
E05009286,-3.07167,52.825439
E05009287,-2.9731,52.868999
E05009288,-0.09645,51.518951
E05009289,-0.07896,51.51376
E05009290,-0.09266,51.516861
E05009291,-0.08265,51.510029
E05009292,-0.0815,51.518181
E05009293,-0.09587,51.513821
E05009294,-0.08587,51.509621
E05009295,-0.08575,51.516201
E05009296,-0.0874,51.511501
E05009297,-0.10695,51.51429
E05009298,-0.09561,51.515251
E05009299,-0.08843,51.517559
E05009300,-0.09262,51.512939
E05009301,-0.08532,51.513851
E05009302,-0.09402,51.51965
E05009303,-0.09026,51.510342
E05009304,-0.10195,51.514259
E05009305,-0.11054,51.515541
E05009306,-0.08357,51.51244
E05009307,-0.08217,51.51392
E05009308,-0.07529,51.514191
E05009309,-0.09735,51.51107
E05009310,-0.07646,51.510921
E05009311,-0.09422,51.51115
E05009312,-0.08863,51.513199
E05009313,-1.79178,54.922588
E05009315,-0.11001,51.90992
E05009316,-0.16702,51.912109
E05009317,-0.04653,51.527248
E05009318,-0.01167,51.502571
E05009319,-0.02707,51.536228
E05009320,-0.03691,51.531078
E05009321,-0.01758,51.526482
E05009322,-0.01901,51.521011
E05009323,-0.02056,51.500992
E05009324,-0.01424,51.489891
E05009325,-0.01034,51.516521
E05009326,-0.03379,51.509949
E05009327,-0.0285,51.51812
E05009328,-0.00647,51.510979
E05009329,-0.04184,51.519421
E05009330,-0.06395,51.506908
E05009331,-0.05785,51.528042
E05009332,-0.05025,51.511909
E05009333,-0.0699,51.519089
E05009334,-0.04889,51.517052
E05009335,-0.07052,51.526951
E05009336,-0.06483,51.51363
E05009337,-0.60479,51.522629
E05009338,-0.63006,51.53236
E05009339,-0.58907,51.507938
E05009340,-0.60859,51.506031
E05009341,-0.6355,51.517059
E05009342,-0.63291,51.50893
E05009343,-0.51996,51.4823
E05009344,-0.59197,51.519501
E05009345,-0.61922,51.525848
E05009346,-0.538,51.495098
E05009347,-0.64952,51.528011
E05009348,-0.55055,51.498508
E05009349,-0.53539,51.503651
E05009350,-0.57754,51.500839
E05009351,-0.57314,51.52039
E05009352,-0.80293,51.31992
E05009353,-0.82591,51.266769
E05009354,-0.83941,51.253181
E05009355,-0.84458,51.275639
E05009356,-0.8138,51.287861
E05009357,-0.8552,51.286991
E05009358,-0.91083,51.31443
E05009359,-0.96379,51.290771
E05009360,-0.90874,51.231911
E05009361,-0.8133,51.3382
E05009362,-0.84097,51.335548
E05009363,-1.64693,51.812119
E05009364,-1.58887,51.805069
E05009365,-1.60133,51.766491
E05009367,-0.09799,51.564629
E05009368,-0.06552,51.566818
E05009369,-0.08568,51.559021
E05009370,-0.07061,51.547401
E05009371,-0.08113,51.541759
E05009372,-0.06047,51.548161
E05009373,-0.06228,51.557449
E05009374,-0.02956,51.546761
E05009375,-0.06973,51.533691
E05009376,-0.04817,51.547241
E05009377,-0.08272,51.528568
E05009378,-0.08995,51.531891
E05009379,-0.03178,51.555061
E05009380,-0.05038,51.559311
E05009381,-0.06666,51.539188
E05009382,-0.07178,51.552502
E05009383,-0.06435,51.573891
E05009384,-0.08026,51.569279
E05009385,-0.07641,51.560799
E05009386,-0.04848,51.53875
E05009387,-0.09116,51.569839
E05009388,-0.19724,51.496429
E05009389,-0.16757,51.496609
E05009390,-0.19376,51.504639
E05009391,-0.17626,51.48214
E05009392,-0.20449,51.51582
E05009393,-0.17808,51.491261
E05009394,-0.22085,51.52433
E05009395,-0.19546,51.491032
E05009396,-0.2081,51.522259
E05009397,-0.20777,51.50132
E05009398,-0.21048,51.508091
E05009399,-0.21584,51.512611
E05009400,-0.19823,51.511452
E05009401,-0.18605,51.498428
E05009402,-0.18758,51.486198
E05009403,-0.15991,51.489281
E05009404,-0.21828,51.518871
E05009405,-0.17596,51.486351
E05009406,-0.72903,51.981972
E05009407,-0.73859,51.997551
E05009408,-0.75759,52.005268
E05009409,-0.80603,52.046051
E05009410,-0.70757,52.052071
E05009411,-0.73104,52.041061
E05009412,-0.76507,52.039001
E05009413,-0.6759,52.009701
E05009414,-0.78752,52.028381
E05009415,-0.69876,52.025349
E05009416,-0.80333,52.115711
E05009417,-0.73038,52.077271
E05009418,-0.69205,52.126041
E05009419,-0.77847,52.011238
E05009420,-0.76816,52.06234
E05009421,-0.83303,52.035629
E05009422,-0.79077,51.998951
E05009423,-0.8199,52.062462
E05009424,-0.73946,52.025162
E05009425,-0.41946,51.718521
E05009426,-0.37608,51.627281
E05009427,-0.46688,51.67432
E05009428,-0.51737,51.62682
E05009429,-0.45514,51.648701
E05009430,-0.43847,51.65366
E05009431,-0.44411,51.691189
E05009432,-0.41359,51.697659
E05009433,-0.44289,51.626801
E05009434,-0.40288,51.634392
E05009435,-0.49766,51.64006
E05009436,-0.47065,51.64048
E05009437,-0.39971,51.62051
E05009438,-2.9182,52.22229
E05009439,-2.69292,52.061089
E05009440,-2.60394,52.028461
E05009441,-2.74988,52.04306
E05009442,-2.74796,51.919689
E05009443,-2.77508,52.278
E05009444,-2.47305,52.145779
E05009445,-2.73375,52.07209
E05009446,-2.44898,52.226719
E05009447,-2.55497,52.180489
E05009448,-3.02117,52.128658
E05009449,-2.70744,52.05151
E05009450,-2.70757,52.064899
E05009452,-2.65904,51.993679
E05009453,-2.69463,52.05484
E05009454,-2.99756,52.07423
E05009455,-2.95674,51.97892
E05009456,-2.7318,52.053558
E05009457,-2.63416,52.074879
E05009458,-2.64435,52.19035
E05009459,-2.7298,52.04707
E05009460,-2.70668,52.076279
E05009461,-2.41038,52.0881
E05009462,-2.61022,51.867809
E05009463,-2.75943,52.069752
E05009464,-3.05685,52.19873
E05009465,-2.41695,52.055389
E05009466,-2.4091,52.02578
E05009467,-2.44997,52.043468
E05009468,-2.70312,52.220428
E05009469,-2.67761,52.277088
E05009470,-2.77685,52.204498
E05009471,-2.77258,52.227631
E05009472,-2.67218,51.899979
E05009473,-2.88163,52.324841
E05009474,-2.73876,52.038059
E05009475,-2.56296,51.985641
E05009476,-2.50626,51.90131
E05009478,-2.72653,52.03764
E05009479,-2.56966,51.910278
E05009480,-2.57494,51.923061
E05009481,-2.59538,51.910919
E05009482,-2.71289,52.0392
E05009485,-2.55789,52.12281
E05009486,-2.68536,52.05114
E05009487,-2.83942,52.144241
E05009488,-2.74636,52.061081
E05009489,-2.72113,52.06596
E05009490,-2.79097,51.987831
E05009491,-0.08746,52.575439
E05009492,-0.09489,52.529148
E05009493,0.057006,52.457661
E05009494,0.164103,52.667591
E05009495,0.036272,52.490009
E05009496,0.137291,52.585098
E05009497,0.176006,52.671391
E05009498,-0.11101,52.553509
E05009499,0.092501,52.476151
E05009500,0.12026,52.548161
E05009501,0.057882,52.570789
E05009502,0.047091,52.537762
E05009503,0.140273,52.642368
E05009504,0.165495,52.653851
E05009505,0.045025,52.637321
E05009506,0.130509,52.657719
E05009507,0.100135,52.697762
E05009508,-0.13873,52.555271
E05009509,0.043254,52.469971
E05009510,0.177711,52.665531
E05009511,-0.15459,52.56739
E05009512,0.050755,52.428268
E05009513,0.165765,52.67667
E05009514,0.055449,52.44698
E05009544,0.902479,51.317539
E05009545,0.71784,51.37738
E05009546,0.692305,51.333801
E05009547,0.943399,51.299599
E05009548,0.731837,51.343319
E05009549,0.828819,51.26479
E05009550,0.647979,51.366131
E05009551,0.728346,51.337479
E05009552,0.746704,51.36451
E05009553,0.739977,51.352669
E05009554,0.79432,51.42873
E05009555,0.759829,51.348389
E05009556,0.89189,51.326481
E05009557,0.754663,51.40733
E05009558,0.749495,51.333389
E05009559,0.876406,51.317619
E05009560,0.754117,51.432468
E05009561,0.802377,51.395309
E05009562,0.881185,51.389259
E05009563,0.818112,51.32336
E05009564,0.719723,51.351688
E05009565,0.892095,51.30648
E05009566,0.717344,51.31023
E05009567,0.730697,51.328239
E05009568,0.491259,51.311031
E05009569,0.479196,51.28849
E05009570,0.296606,51.2645
E05009571,0.477722,51.341019
E05009572,0.2888,51.216419
E05009573,0.268136,51.203018
E05009574,0.458177,51.291328
E05009575,0.369892,51.287979
E05009577,0.354757,51.221729
E05009578,0.304807,51.212059
E05009579,0.240402,51.21796
E05009580,0.248448,51.188519
E05009582,0.443349,51.31461
E05009583,0.439112,51.304001
E05009584,0.290706,51.194511
E05009585,0.444666,51.329121
E05009586,0.417815,51.33802
E05009587,0.276098,51.215248
E05009588,0.273552,51.183632
E05009589,0.413023,51.253571
E05009590,0.408326,51.297501
E05009591,0.302733,51.325081
E05009592,-2.84028,54.073101
E05009593,-2.79604,54.095112
E05009594,-2.78436,54.056351
E05009595,-2.76533,54.124569
E05009596,-2.80276,54.04694
E05009597,-2.63853,53.973171
E05009598,-2.72769,54.091549
E05009599,-2.87212,54.065609
E05009600,-2.89336,54.05135
E05009601,-2.88307,54.059761
E05009602,-2.88559,54.04361
E05009603,-2.78143,54.039291
E05009604,-2.69897,54.14069
E05009605,-2.61877,54.06461
E05009606,-2.82488,54.04488
E05009607,-2.87675,54.02298
E05009608,-2.85679,54.07349
E05009609,-2.78895,54.02845
E05009610,-2.8106,54.030972
E05009611,-2.78599,54.175709
E05009612,-2.79989,54.06049
E05009613,-2.82242,54.05946
E05009614,-2.83266,54.068249
E05009615,-2.77367,54.02174
E05009616,-2.57963,54.160259
E05009617,-2.77708,54.14954
E05009618,-2.85417,54.0597
E05009619,-1.21843,52.618679
E05009620,-1.19115,52.61216
E05009621,0.089063,52.986439
E05009622,-0.04788,52.985802
E05009623,0.005767,52.983582
E05009624,-0.10186,52.9095
E05009625,-0.06649,52.940361
E05009626,0.106387,53.05069
E05009627,-0.02797,52.964008
E05009628,-0.01266,52.97464
E05009629,-0.03914,52.973209
E05009630,-0.03273,52.977852
E05009631,-0.12066,52.995708
E05009632,-0.01364,52.98457
E05009633,-0.05117,52.976509
E05009634,-0.03069,52.989368
E05009635,-0.02374,52.953571
E05009636,-0.3306,53.26458
E05009637,-0.28477,53.54612
E05009638,-0.39872,53.266529
E05009639,-0.42611,53.337219
E05009640,-0.75236,53.392651
E05009641,-0.76984,53.407928
E05009642,-0.77474,53.39077
E05009643,-0.64152,53.41251
E05009644,-0.40898,53.490719
E05009645,-0.70879,53.36425
E05009646,-0.34184,53.394169
E05009647,-0.50031,53.27037
E05009648,-0.62278,53.270329
E05009649,-0.59195,53.333149
E05009650,-0.72257,53.469479
E05009651,-0.66405,53.32962
E05009652,-0.44424,53.279251
E05009653,-0.7339,53.294559
E05009654,-0.49795,53.41103
E05009655,-0.27818,53.466209
E05009664,-1.99499,53.992599
E05009665,-2.13521,54.04454
E05009666,-2.00798,53.89967
E05009667,-1.99257,53.965031
E05009668,-2.01615,53.970211
E05009669,-2.02937,53.950291
E05009670,-2.00156,53.88324
E05009671,-2.10458,53.942558
E05009672,-1.43627,54.444969
E05009673,-1.30782,54.27581
E05009674,-1.57881,54.299179
E05009675,-1.21387,54.076241
E05009676,-1.08631,54.423481
E05009677,-1.09432,54.108681
E05009678,-1.27412,54.465691
E05009679,-1.50705,54.347462
E05009680,-1.42589,54.369362
E05009681,-1.41079,54.332741
E05009682,-1.29031,54.39378
E05009683,-1.23608,54.175091
E05009684,-1.42726,54.325981
E05009685,-1.35306,54.189178
E05009686,-1.1653,54.446152
E05009687,-1.53695,54.23954
E05009688,-1.40034,54.229149
E05009689,-1.15844,53.028641
E05009690,-1.10244,53.05257
E05009691,-1.09372,52.961472
E05009692,-1.10796,52.97057
E05009693,-1.09455,52.972889
E05009694,-1.08424,52.95483
E05009695,-1.11186,53.012699
E05009696,-1.13942,53.00108
E05009697,-1.07191,53.012112
E05009698,-1.12487,53.000301
E05009699,-1.08301,52.986301
E05009700,-1.07321,52.962521
E05009701,-1.17607,53.069618
E05009702,-1.09489,52.980259
E05009703,-1.10421,52.99762
E05009704,-1.1121,52.984211
E05009705,-1.12831,53.016289
E05009706,-1.04109,52.975578
E05009707,-1.12914,52.989922
E05009708,-1.11814,52.92659
E05009709,-0.94065,52.94907
E05009710,-0.97029,52.946049
E05009711,-1.12321,52.849239
E05009712,-1.14785,52.920528
E05009713,-1.03669,52.90966
E05009714,-0.91186,52.964882
E05009715,-0.96237,52.92519
E05009716,-0.97551,52.97374
E05009717,-1.1195,52.912182
E05009718,-1.0848,52.940102
E05009719,-1.1041,52.919922
E05009720,-1.21989,52.869492
E05009721,-1.06855,52.851898
E05009722,-1.12021,52.93821
E05009723,-1.19962,52.82196
E05009724,-1.14013,52.91613
E05009725,-1.12975,52.921001
E05009726,-0.96126,52.875118
E05009727,-1.02944,52.94508
E05009728,-1.14645,52.88879
E05009729,-1.24268,52.822079
E05009730,-0.87375,52.985432
E05009731,-1.07848,52.90654
E05009732,-1.1292,52.931648
E05009733,-1.09522,51.59866
E05009734,-1.1498,51.664452
E05009735,-1.08381,51.666729
E05009736,-0.92897,51.706139
E05009740,-1.25857,51.61166
E05009742,-1.15363,51.71809
E05009743,-1.12024,51.538799
E05009749,-0.97448,51.738121
E05009751,-0.9955,51.629108
E05009754,-1.27696,51.67609
E05009755,-1.29035,51.66111
E05009757,-1.29641,51.671749
E05009767,-1.42563,51.653011
E05009769,-1.48751,51.580219
E05009770,-1.52909,51.637249
E05009771,-1.3841,51.63187
E05009800,-0.70233,50.785599
E05009801,-0.71759,50.781891
E05009802,-0.4598,50.854729
E05009803,-0.59394,50.868031
E05009804,-0.65612,50.8302
E05009805,-0.52836,50.807259
E05009806,-0.685,50.806999
E05009807,-0.52701,50.817268
E05009808,-0.55842,50.821571
E05009809,-0.47424,50.810341
E05009810,-0.64155,50.793999
E05009811,-0.65263,50.794949
E05009812,-0.44809,50.819401
E05009813,-0.66621,50.789631
E05009814,-0.68304,50.783901
E05009815,-0.61196,50.79755
E05009816,-0.67913,50.793831
E05009817,-0.73408,50.78896
E05009818,-0.69037,50.791649
E05009819,-0.54217,50.81139
E05009820,-0.49892,50.810429
E05009821,-0.51198,50.812061
E05009822,-0.60247,50.81369
E05009823,-1.9146,52.336739
E05009824,-1.97121,52.355171
E05009825,-2.05121,52.32378
E05009826,-2.06472,52.301659
E05009827,-1.94683,52.373192
